lat,lng,value
29,68,0.011
44,129,0.017
25,61,0.003
5,74,0.001
39,-118,0.001
35,-121,0
-19,24,0.001
49,-56,0
48,77,0
-12,-56,0
-32,-61,0.007
40,72,0.094
39,-101,0.001
36,75,0.016
50,110,0
11,106,0.103
5,96,0.03
39,44,0.016
36,-102,0
35,49,0.021
30,-92,0.014
29,87,0.001
7,27,0.001
-17,37,0.01
54,41,0.004
53,122,0.001
30,19,0.001
6,21,0.001
17,-90,0.002
12,110,0.036
-27,-51,0.008
41,45,0.068
21,58,0
18,80,0.116
51,-105,0
-21,-69,0.001
-6,-38,0.009
45,-63,0.003
42,117,0.007
4,-72,0.003
52,91,0.001
54,86,0.003
-41,-64,0.001
32,14,0.06
55,-4,0.066
31,38,0.007
-11,32,0.005
9,126,0.022
42,-105,0
18,-95,0.021
33,133,0.038
66,32,0
45,120,0.005
42,42,0.015
4,101,0.021
6,8,0.143
13,-89,0.13
46,-82,0.001
-14,33,0.018
57,29,0.01
0,116,0.002
52,23,0.016
47,-92,0.002
24,101,0.039
34,111,0.088
47,-123,0.003
-4,13,0.004
-24,-48,0.012
44,-80,0.005
43,27,0.021
58,7,0.002
-37,-59,0.002
-38,-57,0.014
47,103,0.001
-46,-71,0.001
61,40,0.001
58,-134,0.001
-4,107,0.001
49,134,0.001
48,-109,0.001
29,-9,0.014
20,84,0.074
-18,16,0.013
53,26,0.014
48,34,0.02
29,40,0.002
44,93,0.001
5,30,0.002
29,-107,0.002
63,21,0.002
40,44,0.021
39,-1,0.006
35,4,0.018
16,34,0.007
26,-100,0.003
59,11,0.034
39,16,0.003
17,100,0.026
50,1,0.014
27,90,0.016
41,123,0.121
53,78,0.002
-9,142,0.001
-21,-41,0.022
60,45,0.001
41,25,0.014
36,115,0.299
32,131,0.075
-7,37,0.018
42,89,0.003
41,-86,0.022
52,119,0.001
51,20,0.059
8,48,0.003
-1,104,0.014
51,-3,0.063
32,-95,0.012
8,-65,0.003
18,5,0
33,97,0.002
-5,22,0.007
42,-2,0.02
37,13,0.013
-1,-54,0.001
-2,123,0.005
-29,153,0.002
-4,113,0.001
57,9,0.001
37,-2,0.006
52,35,0.005
13,28,0.005
47,-104,0.001
46,105,0
-11,18,0.006
-14,-72,0.012
-33,138,0.001
-34,-69,0.004
47,41,0.027
20,35,0
19,80,0.056
34,-90,0.006
-4,41,0.006
-23,-43,0.361
44,-84,0.004
62,32,0
38,34,0.017
35,100,0.001
37,81,0.005
15,41,0
14,-4,0.013
-9,19,0.002
-46,-67,0.002
61,76,0.002
38,-111,0
34,8,0.013
49,34,0.023
11,-73,0.008
48,-57,0.001
5,8,0.222
14,15,0.002
-13,-55,0.002
1,14,0.001
16,120,0.009
-22,47,0.012
48,22,0.034
26,78,0.111
44,89,0.006
40,121,0.06
38,115,0.236
35,-113,0.001
16,7,0.001
-22,-62,0.001
12,10,0.07
60,77,0.011
59,54,0.001
40,16,0.025
-20,-42,0.027
-8,36,0.01
26,-80,0.09
7,82,0.044
6,-77,0.001
40,-97,0.002
39,116,0.145
16,-91,0.01
50,37,0.049
27,118,0.035
41,87,0.004
3,32,0.025
-1,102,0.015
-21,34,0.006
51,93,0.001
50,-104,0.007
45,43,0.009
7,-76,0.01
3,-71,0
21,33,0.001
-6,31,0.01
-35,-63,0.001
60,73,0.002
17,11,0.001
-39,-66,0.001
8,-3,0.007
45,-119,0.002
55,51,0.007
51,48,0.006
32,6,0.001
31,45,0.015
27,50,0
4,15,0.004
-16,-38,0.001
21,104,0.025
18,-70,0.068
31,94,0.001
65,-18,0.001
46,28,0.024
43,134,0.002
55,85,0.006
-2,40,0.001
69,34,0.008
46,-85,0
57,56,0.004
19,-87,0.001
37,49,0.016
-39,143,0.002
33,46,0.019
10,79,0.177
28,86,0.01
-10,14,0.032
-2,10,0.002
22,112,0.109
56,68,0.001
37,-94,0.008
34,104,0.012
52,63,0.003
-12,-65,0.002
13,0,0.018
47,-68,0.002
9,1,0.014
46,133,0.012
43,-79,0.189
0,27,0.001
37,-121,0.084
-30,-51,0.092
67,64,0.001
43,66,0.001
23,55,0.006
-36,-59,0.004
-23,-63,0.003
-24,24,0
44,-120,0.001
25,86,0.47
58,63,0.001
38,62,0.005
35,128,0.062
37,101,0.002
15,-3,0.007
11,2,0.007
10,19,0.003
5,-72,0.013
1,-71,0
38,-83,0.007
53,65,0.002
14,103,0.046
2,25,0.003
1,42,0.004
-18,-40,0.006
48,58,0.001
26,114,0.078
25,-111,0.001
39,-74,0.035
36,32,0.008
50,103,0
12,38,0.049
-42,-71,0.004
-12,28,0.04
59,18,0.035
39,71,0.006
35,76,0.022
-7,145,0.01
30,-107,0.003
29,110,0.054
7,118,0.001
54,46,0.018
-10,-75,0.003
50,73,0.005
-12,-45,0.002
30,72,0.156
26,67,0.006
7,7,0.061
51,137,0
-27,-68,0.001
45,15,0.013
22,82,0.049
36,108,0.021
-3,35,0.02
30,82,0.001
64,-22,0.001
45,-96,0.001
42,130,0.035
60,37,0.001
17,-25,0.001
54,95,0.001
32,59,0.003
31,-96,0.003
28,54,0.013
8,33,0.007
-16,31,0.003
55,23,0.008
-3,129,0.001
42,-92,0.008
18,-66,0.091
-1,32,0.052
46,56,0
45,83,0.003
22,74,0.203
18,45,0.002
9,-65,0.006
-11,-52,0
-15,-59,0.001
57,68,0.001
37,69,0.034
52,-4,0.004
33,74,0.148
28,114,0.14
9,16,0.019
43,-124,0.002
-11,-39,0.008
-15,22,0.001
56,40,0.006
34,140,0.005
-4,-61,0.001
43,-115,0.001
24,49,0.002
-23,16,0
-5,153,0.003
-28,-67,0
23,91,0.844
1,119,0.001
34,-82,0.031
15,80,0.062
11,13,0.009
10,-72,0.013
25,98,0.01
-13,39,0.001
58,35,0.003
37,137,0.003
34,61,0.006
14,37,0.007
49,105,0.003
-9,111,0.016
-19,-62,0.001
53,53,0.005
49,58,0.001
48,-1,0.03
29,67,0.011
44,130,0.042
25,64,0.005
5,73,0
39,-119,0.015
-19,23,0
49,-57,0
-12,-55,0.003
-32,-60,0.025
40,65,0.012
39,-102,0
36,76,0.01
50,139,0
11,105,0.107
-24,-47,0.07
39,43,0.016
36,-101,0.001
54,-1,0.073
30,-95,0.026
29,82,0.022
-17,20,0
54,42,0.006
53,121,0
6,22,0.001
17,-91,0.01
-27,-48,0.024
41,48,0.012
21,57,0.001
18,77,0.105
17,54,0.003
-6,-41,0.002
27,-112,0
45,-60,0.002
42,118,0.014
4,-71,0.001
55,-118,0.002
52,92,0.001
54,91,0.001
32,15,0.016
31,4,0.002
55,-5,0.001
51,-8,0.011
31,37,0.025
9,125,0.021
42,-104,0.001
18,-94,0.018
33,136,0.011
45,119,0.001
4,102,0.035
19,-72,0.078
-14,34,0.065
57,32,0.002
0,109,0.007
52,24,0.016
33,38,0.018
47,-93,0.002
24,102,0.026
-9,17,0.006
-4,127,0.003
34,112,0.084
-3,151,0.001
33,-109,0
-5,140,0.004
-24,-70,0.002
44,34,0.018
43,9,0.002
-25,-63,0.001
-4,14,0.003
44,-79,0.02
43,26,0.022
58,8,0.003
15,52,0.001
11,73,0.001
47,102,0.001
61,39,0
-4,108,0.001
49,133,0
-8,140,0.001
20,101,0.012
-18,13,0
53,25,0.014
-3,105,0.051
-23,167,0.003
48,35,0.036
29,39,0.001
44,94,0.001
5,29,0.002
29,-104,0.001
63,36,0
-2,100,0
40,37,0.027
39,-2,0.006
35,3,0.022
16,35,0.005
50,143,0.001
-7,108,0.464
-8,25,0.005
26,-103,0.002
59,10,0.007
17,99,0.01
54,-5,0.024
-1,-90,0
50,2,0.018
12,-83,0.001
27,89,0.033
-22,-44,0.01
41,110,0.006
54,-122,0
53,77,0.001
-35,-68,0.002
-25,-57,0.001
-21,-42,0.021
60,46,0.001
41,28,0.021
-29,-52,0.015
36,116,0.237
32,132,0.022
14,125,0
-7,40,0.091
42,90,0.003
41,-87,0.188
51,19,0.025
55,-1,0.019
51,4,0.042
32,-94,0.011
8,-64,0.007
18,6,0.001
33,100,0.001
-5,21,0.006
48,93,0
42,11,0.004
37,16,0.033
-1,-55,0.001
-2,124,0.004
-5,-58,0.001
22,81,0.041
56,57,0.003
37,-3,0.03
52,36,0.008
13,27,0.005
-10,-62,0.002
-11,17,0.007
-14,-75,0.004
-34,-68,0.008
-5,104,0.021
47,40,0.056
-11,162,0.001
20,36,0
19,79,0.057
34,-93,0.004
-24,45,0.007
-9,161,0.002
62,29,0.002
38,39,0.023
-38,145,0.041
15,40,0.016
14,-7,0.003
47,138,0
-33,28,0.028
34,5,0.013
49,33,0.019
11,-74,0.016
-9,-61,0
1,13,0.001
46,-108,0
16,97,0.159
-22,48,0.029
48,23,0.031
26,91,0.132
44,90,0.004
40,122,0.009
38,116,0.246
35,-114,0.003
16,8,0
-22,-65,0.003
12,11,0.043
59,53,0.001
40,9,0.013
-8,29,0.004
7,81,0.166
-31,-66,0.001
6,-76,0.007
40,-96,0.011
39,115,0.046
16,-90,0.006
50,38,0.008
27,117,0.069
26,32,0.133
41,90,0.002
3,31,0.033
-21,33,0.016
50,-107,0.001
45,38,0.008
7,-77,0.002
21,36,0
-14,-43,0.005
-3,26,0.004
-6,32,0.008
8,-2,0.01
45,-116,0
55,50,0.039
51,47,0.023
32,7,0.001
31,60,0.001
27,49,0.002
4,16,0.005
21,103,0.006
18,-73,0.034
-20,22,0
-36,140,0.001
31,93,0.002
46,25,0.027
43,133,0.013
-34,139,0.001
55,84,0.011
-2,37,0.123
69,33,0.002
46,-84,0.004
57,55,0.006
19,-96,0.066
-39,146,0.018
33,45,0.23
10,80,0.148
28,87,0.002
-10,19,0.002
14,100,0.031
22,109,0.107
56,61,0.059
37,-95,0.004
34,101,0.001
52,64,0.003
-36,-67,0.002
13,-1,0.025
47,-69,0.002
9,4,0.008
46,134,0.008
43,-72,0.007
0,28,0.002
67,63,0
0,7,0.004
23,54,0.006
-23,-60,0.001
10,-63,0.022
25,85,0.357
58,64,0.001
38,67,0.016
35,127,0.09
37,104,0.021
-4,117,0.006
11,1,0.011
10,20,0.003
5,-73,0.037
38,-82,0.016
53,68,0.002
14,104,0.046
29,58,0.005
-28,-48,0.036
25,35,0.002
2,26,0.003
1,41,0.003
-18,-43,0.003
49,-114,0.001
48,59,0
26,111,0.066
63,-21,0.001
25,-108,0.019
40,94,0.002
39,-75,0.102
36,33,0.019
50,104,0.001
12,39,0.027
-21,-50,0.014
59,17,0.011
39,70,0.013
35,75,0.023
-7,148,0.003
30,-106,0
29,109,0.06
40,-124,0.003
54,51,0.005
51,143,0
50,74,0.006
30,69,0.01
26,68,0.036
7,6,0.108
51,128,0
-7,-78,0.022
-27,-69,0.001
36,93,0
-3,30,0.139
30,103,0.012
64,-21,0.005
45,-97,0.001
42,127,0.039
60,38,0.001
54,96,0.001
32,60,0.003
31,-97,0.019
28,55,0.008
8,34,0.006
-16,32,0.002
55,22,0.016
9,100,0.017
42,-95,0.003
18,-101,0.005
-1,31,0.069
-17,-44,0.007
66,58,0.002
45,78,0.001
22,47,0.005
18,46,0.001
9,-62,0.007
-11,-53,0.001
-14,27,0.002
-15,-56,0.002
57,67,0.001
-16,-61,0
37,72,0.004
33,73,0.108
28,115,0.073
9,15,0.018
-11,-36,0.013
-15,21,0.001
56,33,0.002
37,-75,0.002
34,137,0.075
-4,-60,0.006
-33,-52,0.007
44,71,0
43,-108,0.001
24,50,0.002
-9,35,0.016
20,45,0.005
-23,15,0.002
-30,-54,0.004
43,29,0.006
23,90,0.386
1,122,0.003
15,79,0.066
11,20,0.001
10,-75,0.039
25,97,0.008
-4,-49,0.004
58,36,0.002
37,140,0.044
34,62,0.005
49,108,0.001
14,34,0.041
-19,-63,0.009
53,56,0.009
49,57,0.001
48,0,0.016
29,62,0.002
44,131,0.012
25,63,0.005
39,-120,0.003
-19,18,0.001
49,-54,0.001
14,123,0.018
-12,-54,0.001
25,-80,0.086
-32,-67,0.001
40,66,0.018
-36,-64,0.001
36,61,0.027
50,140,0
11,80,0.2
39,42,0.014
36,-100,0.001
54,0,0.01
50,-5,0.008
30,-94,0.01
29,81,0.042
14,80,0.072
-17,19,0
53,124,0.001
30,17,0.001
-22,-42,0.023
6,27,0.001
17,-88,0.004
-35,-54,0.005
-27,-49,0.029
45,46,0.001
41,47,0.014
21,60,0.001
18,78,0.098
36,137,0.06
51,-107,0
-6,-40,0.006
27,-113,0.001
45,-61,0.001
55,-119,0.001
52,77,0.007
54,92,0.001
32,16,0.004
31,3,0.001
55,-6,0.004
51,-9,0.002
31,116,0.089
-2,-48,0.074
18,-97,0.047
33,135,0.009
-24,134,0.001
66,30,0
4,103,0.004
19,-73,0.007
-1,-76,0.003
33,-8,0.012
-14,31,0.003
57,31,0.002
0,110,0.024
52,25,0.009
33,37,0.028
47,-94,0.002
24,103,0.084
23,-100,0.005
-15,49,0.006
-48,-68,0
34,109,0.219
33,-106,0
-5,139,0.002
-24,-69,0.001
44,35,0.022
46,142,0.001
-10,160,0.003
-4,15,0.002
47,4,0.011
44,-78,0.01
43,25,0.023
23,94,0.009
15,51,0.003
47,101,0.001
-13,50,0.005
61,34,0.001
49,136,0
48,-115,0.001
20,102,0.007
-18,14,0
53,28,0.065
48,36,0.041
29,34,0
44,95,0
5,32,0.003
29,-105,0.001
63,35,0.001
40,38,0.032
39,-3,0.012
35,2,0.025
16,36,0.01
50,144,0
-7,107,0.833
-8,26,0.005
26,-102,0.002
-12,-43,0.002
59,9,0.001
40,-75,0.11
5,120,0.004
17,102,0.021
54,-4,0.003
50,-1,0.053
27,96,0.082
41,109,0.009
51,87,0.003
53,80,0.002
41,-2,0.003
-21,-43,0.022
60,47,0.002
41,27,0.016
-7,39,0.014
42,87,0.005
41,-84,0.011
3,109,0.001
52,121,0.001
51,18,0.036
-3,11,0.001
28,-17,0.003
4,37,0.002
55,-2,0.009
51,3,0.013
32,-93,0.015
8,-71,0.025
33,99,0.001
-5,28,0.004
-6,125,0
42,12,0.012
-11,41,0.007
37,15,0.034
6,9,0.067
-2,121,0.008
-5,-59,0
-25,-46,0.01
61,130,0.002
57,11,0.006
56,58,0.004
37,0,0.01
52,53,0.006
13,22,0.003
-11,20,0.001
-14,-74,0.009
-34,-71,0.036
56,105,0.001
-5,103,0.007
47,39,0.028
44,-1,0.004
19,78,0.106
34,-92,0.021
-23,-41,0.009
-24,46,0.004
-9,160,0
62,30,0.003
-33,-54,0.002
38,40,0.022
37,83,0.001
15,39,0.045
14,-6,0.004
47,137,0
-9,120,0.003
61,70,0.001
-33,27,0.007
38,-105,0.002
34,6,0.009
26,-11,0
49,36,0.011
48,-79,0.002
-9,-62,0
1,16,0.001
16,98,0.064
-22,45,0.002
-9,125,0.006
48,24,0.022
26,92,0.177
44,91,0.003
40,123,0.116
38,113,0.075
35,-115,0.002
16,-15,0.007
-22,-64,0.008
12,12,0.011
63,55,0.001
60,79,0.002
59,60,0.002
40,10,0.008
36,5,0.077
30,-81,0.036
-8,30,0.006
26,-82,0.005
7,80,0.06
-31,-67,0
40,-103,0.002
39,114,0.047
16,-89,0.006
50,35,0.021
-22,-41,0.025
41,89,0.001
3,30,0.005
45,37,0.008
21,35,0
-17,-68,0.03
-3,25,0.004
-6,29,0.005
-7,-42,0.005
32,97,0.002
8,-1,0.008
45,-117,0.001
-35,25,0.002
55,49,0.017
51,46,0.027
32,8,0.004
31,59,0.002
28,11,0
27,56,0.009
4,17,0.004
21,82,0.144
18,-72,0.124
-20,23,0
31,108,0.135
46,26,0.014
-4,145,0
55,83,0.026
-2,38,0.065
69,36,0.001
-21,-46,0.009
46,-87,0.002
57,58,0.002
19,-97,0.057
37,51,0.012
-39,145,0.008
33,48,0.018
10,77,0.325
28,88,0.001
9,38,0.038
-10,20,0.001
-9,26,0.005
22,110,0.131
56,62,0.013
37,-92,0.005
34,102,0.002
52,65,0.001
13,-6,0.017
47,-70,0.002
9,3,0.01
43,-73,0.01
0,21,0.003
43,72,0.003
-11,149,0
23,53,0.005
15,122,0.027
-24,18,0.001
10,-62,0.005
14,47,0.008
25,88,0.293
58,61,0.005
38,68,0.026
37,103,0.026
11,8,0.093
10,17,0.009
38,-77,0.088
53,67,0.002
14,101,0.111
29,57,0.005
14,20,0.002
2,23,0.014
1,44,0.007
-18,-42,0.007
-22,17,0.001
49,-115,0.001
26,112,0.114
63,-22,0.001
25,-109,0.005
40,95,0.002
39,-76,0.103
36,34,0.028
38,141,0.082
12,40,0.036
-8,148,0.002
-12,14,0.001
59,24,0.001
39,69,0.013
35,74,0.03
-7,147,0.007
29,112,0.116
54,52,0.003
50,71,0.001
30,70,0.01
26,65,0.005
7,5,0.137
-20,32,0.014
51,127,0.001
-3,-80,0.068
-19,-46,0.008
-7,-79,0.04
41,70,0.138
36,94,0
-3,29,0.063
-35,-64,0.001
30,104,0.189
42,128,0.017
60,39,0.001
21,-88,0.003
54,93,0.001
32,53,0.04
31,-98,0.002
28,56,0.005
8,35,0.015
-26,-51,0.009
-16,41,0.008
31,15,0.001
9,99,0.009
42,-94,0.004
18,-100,0.017
-1,30,0.04
33,110,0.043
5,-7,0.007
46,54,0.001
45,77,0.001
42,49,0.005
22,48,0.005
18,75,0.1
9,-63,0.012
-11,-58,0
-14,28,0.005
-15,-57,0.003
57,22,0.002
37,71,0.012
33,76,0.05
28,116,0.185
9,18,0.009
-11,-37,0.036
-15,24,0.003
56,34,0.001
34,138,0.091
-4,-59,0.006
44,72,0
24,51,0.002
20,46,0.005
-20,148,0.001
-23,18,0.007
23,89,0.386
1,121,0.002
15,78,0.095
14,-89,0.05
11,19,0.002
10,-74,0.071
25,100,0.034
-13,37,0.001
58,33,0.002
37,139,0.044
34,59,0.005
49,107,0.003
-18,39,0.002
-19,-60,0.001
53,55,0.003
49,60,0
48,9,0.079
29,61,0.006
44,132,0.006
25,66,0.003
39,-121,0.014
-19,17,0.002
49,-55,0.001
48,80,0
29,-82,0.018
25,-81,0.001
-32,-66,0.001
40,67,0.013
39,-104,0.044
36,62,0.005
50,137,0.004
11,79,0.173
39,41,0.01
36,-115,0.043
54,-3,0.011
50,-4,0.021
29,84,0.001
-17,18,0.001
54,16,0.004
53,123,0.001
30,18,0.001
6,28,0.002
17,-89,0.003
50,-66,0.001
64,25,0.002
45,45,0.002
41,50,0.001
21,59,0.002
18,107,0.009
36,138,0.048
51,-100,0.001
-6,-43,0.006
45,-66,0.005
55,-120,0.001
52,78,0.009
54,89,0
31,2,0.001
4,74,0.003
55,-7,0.003
-4,140,0.002
32,-64,0.002
31,115,0.164
9,127,0.005
46,7,0.055
42,-106,0.002
18,-96,0.047
66,27,0
-29,33,0.01
4,104,0.011
-15,-170,0.002
-1,-77,0.004
-5,-80,0.019
46,-79,0.003
-14,32,0.008
57,34,0.004
0,111,0.012
52,26,0.01
33,40,0.004
47,-95,0.001
9,46,0.004
14,41,0.008
24,104,0.06
23,-101,0.002
34,110,0.252
33,-107,0
-5,138,0.001
44,36,0.001
-4,16,0.026
47,3,0.016
44,-77,0.006
62,23,0.004
23,93,0.028
38,9,0
0,-60,0
15,50,0.006
47,84,0.002
-46,-72,0.001
-13,49,0
61,33,0.001
15,-61,0.004
49,135,0.001
48,-114,0.002
20,103,0.008
-18,19,0.001
53,27,0.01
48,29,0.013
29,33,0.013
5,31,0.002
35,-88,0.009
29,-110,0.003
63,34,0
-13,132,0
40,39,0.021
39,-4,0.008
35,1,0.045
16,29,0.001
-8,27,0.008
26,-105,0.002
-12,-42,0.003
40,-74,0.251
17,101,0.024
54,-7,0.01
50,0,0.03
12,-81,0.002
27,95,0.061
41,112,0.019
51,86,0.002
53,79,0.004
41,-3,0.003
54,-101,0
58,9,0.005
60,48,0.001
41,14,0.033
42,88,0.002
41,-85,0.027
3,116,0.001
52,122,0.001
51,17,0.041
28,-16,0.024
4,38,0.002
55,-3,0.039
51,2,0.02
32,-92,0.008
8,-70,0.014
55,110,0.001
33,102,0.001
-5,27,0.01
42,9,0.001
37,26,0.002
-2,122,0.003
-13,-40,0.006
-25,-47,0.008
-2,99,0
61,129,0.001
57,-2,0.014
56,59,0.003
37,-1,0.022
52,54,0.003
13,21,0.003
-10,-56,0.001
-11,19,0.003
23,-97,0
-34,-70,0.196
56,106,0.002
-3,142,0
47,38,0.054
44,0,0.037
19,77,0.088
34,-95,0.003
-24,47,0.004
10,-85,0.009
62,35,0.001
38,37,0.024
37,78,0.004
15,38,0.005
14,-17,0.099
47,136,0.001
62,-114,0.001
-33,26,0.002
38,-104,0.022
34,3,0.008
49,35,0.021
11,-68,0.001
48,-78,0.001
-9,-63,0.005
-13,-66,0.001
1,15,0.001
-18,47,0.003
16,99,0.016
-22,46,0.001
-3,104,0.013
26,89,0.222
44,92,0.001
40,124,0.046
-12,41,0.004
38,114,0.06
35,-108,0.002
16,-14,0.007
63,54,0.002
59,59,0.002
5,116,0.008
36,6,0.055
-8,31,0.004
-31,-64,0.004
40,-102,0.001
39,113,0.044
16,-88,0.002
50,36,0.01
-22,-51,0.011
41,92,0.001
3,29,0.003
45,40,0.031
-25,-62,0.001
-17,-69,0.01
-3,28,0.005
-6,30,0.005
-39,-68,0.007
-7,-43,0.004
-45,172,0.002
-29,-65,0.007
17,-16,0.001
32,98,0.002
8,0,0.011
45,-122,0.065
55,48,0.012
51,45,0.003
-3,122,0.005
31,58,0.004
28,12,0
27,55,0.005
4,18,0.004
5,6,0.058
21,81,0.081
-20,24,0.001
-39,-58,0.002
31,107,0.182
46,15,0.034
55,82,0.001
-8,-78,0.021
69,35,0.001
-25,36,0.007
5,-1,0.052
46,-86,0
57,57,0.015
19,-98,0.272
37,46,0.044
-39,148,0.001
33,47,0.014
10,78,0.136
28,89,0.002
9,37,0.023
-10,17,0.006
-18,-66,0.034
22,115,0.449
56,63,0.007
37,-93,0.013
52,66,0.001
13,-7,0.012
47,-71,0.001
9,-10,0.008
43,-74,0.003
-22,-55,0.002
0,22,0.003
43,71,0.003
23,52,0.002
15,121,0.169
10,-65,0.002
44,-117,0.001
25,87,0.348
58,62,0.001
38,65,0.004
37,114,0.053
15,10,0.001
11,7,0.028
10,18,0.006
38,-76,0.047
53,62,0.002
14,102,0.039
29,60,0.005
-2,107,0.003
2,24,0.005
1,43,0.005
49,-112,0.004
48,53,0
26,109,0.045
40,96,0.001
39,-77,0.053
36,35,0.013
38,142,0.029
35,-80,0.051
50,102,0
12,41,0.018
-12,15,0.007
39,68,0.038
35,73,0.056
29,111,0.056
54,49,0.022
50,72,0.001
30,75,0.139
-33,-63,0.007
26,66,0.002
7,4,0.118
51,126,0.001
-7,-76,0.013
45,76,0
41,69,0.011
36,95,0
-21,148,0
-3,32,0.023
30,101,0.002
42,125,0.042
60,40,0.001
21,-89,0.017
54,94,0.001
32,54,0.006
-17,-43,0.01
31,-99,0.001
28,57,0.004
8,36,0.033
-22,-46,0.024
-3,126,0.001
31,14,0.001
42,-97,0.003
18,-103,0.006
-1,29,0.011
33,109,0.041
-6,147,0.002
45,80,0.002
-11,34,0.006
22,45,0.005
18,76,0.069
6,4,0.299
-11,-59,0
-14,25,0.002
-15,-54,0.001
-10,-74,0.001
33,75,0.085
28,117,0.136
9,17,0.014
-11,-42,0.002
-15,23,0.002
56,35,0.005
34,135,0.112
-4,-58,0.002
43,-110,0.001
24,52,0.002
20,47,0.005
-23,17,0.001
13,110,0.045
23,88,0.238
15,77,0.107
14,-88,0.029
11,18,0.004
25,99,0.034
-13,44,0.001
58,34,0.002
-46,171,0.005
34,60,0.006
-37,143,0.001
-19,-61,0.001
53,34,0.007
49,59,0.001
48,10,0.111
29,64,0.001
44,133,0.005
25,65,0.003
39,-122,0.003
35,-117,0.002
-19,20,0.002
68,14,0
48,89,0.002
29,-83,0.001
-32,-65,0.002
40,68,0.017
39,-105,0.037
36,63,0.003
16,74,0.044
50,138,0.008
11,78,0.166
-20,17,0.001
-13,-49,0.001
39,40,0.007
36,-114,0.003
54,-2,0.014
-41,-70,0
29,83,0.005
7,23,0
-17,17,0.002
54,13,0.013
53,118,0.001
30,39,0.001
8,80,0.006
64,26,0.004
45,48,0.002
-31,150,0
41,49,0.018
21,54,0.002
36,139,0.068
17,55,0.003
51,-101,0
-6,-42,0.027
45,-67,0.001
52,79,0.002
54,90,0.001
31,1,0.001
55,-8,0
31,114,0.133
46,8,0.034
19,76,0.108
18,-99,0.066
33,137,0.001
66,28,0
-29,24,0.002
45,116,0
-15,-171,0
19,-75,0.007
-1,-78,0.08
33,-6,0.068
-5,-81,0.004
-24,151,0.003
-14,29,0.012
-4,109,0
57,33,0.001
19,-154,0
0,112,0.009
52,27,0.01
33,39,0.005
47,-96,0.001
9,45,0.007
24,97,0.015
23,-102,0.006
-15,51,0.005
33,-104,0.002
-5,137,0.003
-9,30,0.006
-4,17,0.003
47,2,0.023
44,-76,0.008
62,24,0.002
15,49,0.005
47,83,0.001
62,7,0.004
14,35,0.007
-30,154,0.001
29,-13,0.001
-9,-68,0.001
20,104,0.006
-18,20,0.001
53,22,0.012
48,30,0.012
29,36,0.002
5,42,0.003
35,-89,0.03
48,109,0
29,-111,0.008
63,33,0
-37,144,0.001
-13,131,0.003
40,40,0.026
39,-5,0.005
-20,-46,0.006
16,30,0.001
-8,28,0.006
26,-104,0.001
-12,-41,0.01
40,-73,0.362
39,140,0.003
17,104,0.048
54,-6,0.024
50,-3,0.025
27,94,0.014
14,81,0.02
41,111,0.006
51,85,0.001
53,90,0.002
41,0,0.019
-35,-59,0.016
60,49,0.001
41,13,0.111
-1,133,0
-6,-70,0
42,85,0.002
41,-98,0.001
3,115,0.001
52,123,0.002
51,40,0.045
28,-15,0.017
4,39,0.003
-1,116,0.003
51,1,0.154
32,-99,0.006
8,-69,0.009
33,101,0.001
-5,26,0.002
-6,139,0.001
42,10,0.004
37,25,0.002
-1,-58,0
-2,111,0.007
-5,-53,0
-8,-56,0.001
-25,-48,0.008
61,132,0
22,88,0.312
56,60,0.007
37,10,0.012
52,55,0.002
13,24,0.009
46,93,0
-11,14,0.002
-14,-76,0.013
23,-98,0.002
47,37,0.008
44,1,0.016
-11,163,0
19,84,0.046
34,-94,0.002
-36,-63,0.003
-24,48,0.009
10,-84,0.035
-9,158,0.001
62,36,0
20,-90,0.004
38,38,0.021
37,77,0.007
15,37,0.01
14,-16,0.064
10,-5,0.013
47,135,0.003
-33,25,0.002
38,-107,0.002
34,4,0.01
49,38,0.012
11,-69,0.012
48,-77,0.001
-9,-64,0.001
1,18,0.001
-18,48,0.004
16,100,0.032
53,-6,0.052
26,90,0.196
40,117,0.257
2,-60,0.003
38,119,0.014
35,-109,0.001
16,-13,0.006
-22,-66,0.001
49,-124,0.005
63,53,0.001
59,58,0.002
36,7,0.075
35,36,0.019
30,-83,0.007
-8,32,0.007
-31,-65,0.001
6,-73,0.018
40,-101,0
39,112,0.024
50,33,0.012
27,122,0.004
26,43,0.004
41,91,0.001
3,36,0.004
-17,-151,0.001
-21,-66,0.001
45,39,0.023
7,-80,0.007
6,81,0.198
-17,-70,0.002
-3,27,0.006
-7,-40,0.004
60,13,0.001
32,99,0.002
8,-7,0.006
45,-123,0.006
55,47,0.008
51,52,0.01
-3,121,0.019
31,57,0.005
27,54,0.006
4,19,0.028
-8,107,0.03
-16,-42,0.005
21,84,0.094
18,-74,0.014
-1,136,0.001
-39,-59,0.003
31,106,0.15
46,16,0.065
-34,138,0.001
55,81,0.001
69,30,0
-25,35,0.012
46,-97,0.001
-11,40,0.026
57,60,0.012
19,-99,0.543
37,45,0.029
-39,147,0.003
33,50,0.018
28,90,0.003
9,40,0.043
-10,18,0.004
-47,170,0
-15,30,0.003
22,116,0.042
56,64,0.006
37,-98,0.001
34,100,0.001
52,67,0.002
13,-4,0.015
47,-72,0.001
9,-11,0.008
46,137,0
43,-75,0.013
24,41,0.004
0,23,0.004
